Reading process/ZINC2/R.haps.chrX.out.rds 
  4544 windows | step 5000 bp | smooth_half 50

=== RAW freq (before masking) for B2/B4, pos > 20Mb, REP=1, TRT=C ===
 founder      pos n_pools     mean_freq      min_freq      max_freq
      B4 22390000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22395000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22400000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22405000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22410000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22415000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22420000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22425000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22430000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22435000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22440000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22445000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22450000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22455000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22460000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22465000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22470000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22475000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22480000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22485000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22490000       1  3.000000e-04  3.000000e-04  3.000000e-04
      B4 22495000       1  3.000000e-04  3.000000e-04  3.000000e-04

=== After masking, B2/B4 at base, REP=1, TRT=C ===
 founder      pos n_valid     mean_freq
      B2 21005000       1  8.458006e-03
      B2 21010000       1  6.474702e-03
      B2 21015000       1  5.878348e-03
      B2 21020000       1  7.599367e-03
      B2 21025000       1  6.753198e-03
      B2 21030000       1  7.380458e-03
      B2 21035000       1  1.260082e-02
      B2 21040000       1  1.124536e-02
      B2 21045000       1  1.204116e-02
      B2 21050000       1  1.084911e-02
      B2 21055000       1  1.064875e-02
      B2 21060000       1  1.543407e-02
      B2 21065000       1  1.379822e-02
      B2 21070000       1  1.256966e-02
      B2 21075000       1  1.407084e-02
      B2 21080000       1  2.048555e-02
      B2 21085000       1  2.734095e-02
      B2 21090000       1  3.105441e-02
      B2 21095000       1  3.382998e-02
      B2 21100000       1  3.368243e-02
      B2 21105000       1  3.669401e-02
      B2 21110000       1  4.598630e-02
      B2 21115000       1  4.581450e-02
      B2 21120000       1  5.160237e-02
      B2 21125000       1  6.117449e-02
      B2 21130000       1  5.830282e-02
      B2 21135000       1  5.237151e-02
      B2 21140000       1  4.450860e-02
      B2 21145000       1  4.724969e-02
      B2 21150000       1  4.675045e-02
      B2 21155000       1  4.684440e-02
      B2 21160000       1  4.116092e-02
      B2 21165000       1  3.501740e-02
      B2 21170000       1  3.595969e-02
      B2 21175000       1  2.561076e-02
      B2 21180000       1  2.290110e-02
      B2 21185000       1  2.039841e-02
      B2 21190000       1  2.147749e-02
      B2 21195000       1  2.085588e-02
      B2 21200000       1  1.995577e-02
      B2 21205000       1  2.113049e-02
      B2 21210000       1  1.723354e-02
      B2 21215000       1  1.605232e-02
      B2 21220000       1  1.581272e-02
      B2 21225000       1  8.848860e-03
      B2 21230000       1  8.691089e-03
      B2 21235000       1  6.173639e-03
      B2 21240000       1  5.185676e-03
      B2 21245000       1  3.992522e-03
      B2 21250000       1  3.000000e-04
      B2 21255000       1  3.000000e-04
      B2 21260000       1  4.401253e-03
      B2 21265000       1  7.477734e-03
      B2 21270000       1  4.946071e-03
      B2 21275000       1  1.677469e-02
      B2 21280000       1  1.700778e-02
      B2 21285000       1  1.962653e-02
      B2 21290000       1  1.998674e-02
      B2 21295000       1  2.046787e-02
      B2 21300000       1  2.013156e-02
      B2 21305000       1  1.665131e-02
      B2 21310000       1  1.173163e-02
      B2 21315000       1  1.178592e-02
      B2 21320000       1  1.053948e-02
      B2 21325000       1  8.544008e-03
      B2 21330000       1  4.542308e-03
      B2 21335000       1  4.740388e-03
      B2 21340000       1  5.716176e-03
      B2 21345000       1  4.420669e-03
      B2 21350000       1  3.083484e-03
      B2 21355000       1  3.000000e-04
      B2 21360000       1  3.000000e-04
      B2 21365000       1  3.000000e-04
      B2 21370000       1  3.000000e-04
      B2 21375000       1  3.000000e-04
      B2 21380000       1  3.000000e-04
      B2 21385000       1  3.000000e-04
      B2 21390000       1  3.000000e-04
      B2 21395000       1  3.000000e-04
      B2 21400000       1  3.000000e-04
      B2 21405000       1  3.000000e-04
      B2 21410000       1  3.000000e-04
      B2 21415000       1  3.000000e-04
      B2 21420000       1  3.000000e-04
      B2 21425000       1  3.000000e-04
      B2 21430000       1  3.000000e-04
      B2 21435000       1  3.000000e-04
      B2 21440000       1  3.000000e-04
      B2 21445000       1  3.000000e-04
      B2 21450000       1  3.000000e-04
      B2 21455000       1  3.000000e-04
      B2 21460000       1  8.455314e-04
      B2 21465000       1  1.096448e-03
      B2 21470000       1  3.026319e-03
      B2 21475000       1  1.642494e-03
      B2 21480000       1  4.358801e-04
      B2 21485000       1  3.000000e-04
      B2 21490000       1  3.000000e-04
      B2 21495000       1  3.000000e-04
      B2 21500000       1  3.000000e-04
      B2 21505000       1  3.000000e-04
      B2 21510000       1  3.000000e-04
      B2 21515000       1  3.000000e-04
      B2 21520000       1  3.000000e-04
      B2 21525000       1  3.000000e-04
      B2 21530000       1  1.597975e-03
      B2 21535000       1  4.428711e-03
      B2 21540000       1  4.851904e-03
      B2 21545000       1  3.773252e-03
      B2 21550000       1  4.016456e-03
      B2 21555000       1  3.595272e-03
      B2 21560000       1  2.531945e-03
      B2 21565000       1  1.486947e-03
      B2 21570000       1  3.000000e-04
      B2 21575000       1  3.000000e-04
      B2 21580000       1  2.705283e-03
      B2 21585000       1  5.189184e-03
      B2 21590000       1  3.499556e-03
      B2 21595000       1  3.499556e-03
      B2 21600000       1  3.499556e-03
      B2 21605000       1  5.112586e-03
      B2 21610000       1  4.769075e-03
      B2 21615000       1  6.044510e-03
      B2 21620000       1  5.432403e-03
      B2 21625000       1  6.312670e-03
      B2 21630000       1  5.467809e-03
      B2 21635000       1  3.233570e-03
      B2 21640000       1  1.367559e-03
      B2 21645000       1  2.362234e-03
      B2 21650000       1  2.446416e-03
      B2 21655000       1  3.103261e-03
      B2 21660000       1  6.135251e-04
      B2 21665000       1  6.135251e-04
      B2 21670000       1  7.810581e-04
      B2 21675000       1  1.806387e-03
      B2 21680000       1  6.172314e-04
      B2 21685000       1  3.000000e-04
      B2 21690000       1  1.369555e-03
      B2 21695000       1  3.000000e-04
      B2 21700000       1  3.000000e-04
      B2 21705000       1  3.000000e-04
      B2 21710000       1  3.000000e-04
      B2 21715000       1  3.000000e-04
      B2 21720000       1  3.000000e-04
      B2 21725000       1 -1.719520e+01
      B2 21730000       1 -1.673559e+01
      B2 21735000       1  3.000000e-04
      B2 21740000       1  3.000000e-04
      B2 21745000       1  3.000000e-04
      B2 21750000       1  3.000000e-04
      B2 21755000       1  3.000000e-04
      B2 21760000       1  3.000000e-04
      B2 21765000       1  3.000000e-04
      B2 21770000       1  3.000000e-04
      B2 21775000       1  3.000000e-04
      B2 21780000       1  3.000000e-04
      B2 21785000       1  3.000000e-04
      B2 21790000       1  3.000000e-04
      B2 21795000       1  3.000000e-04
      B2 21800000       1  3.000000e-04
      B2 21805000       1  3.000000e-04
      B2 21810000       1  3.000000e-04
      B2 21815000       1  3.000000e-04
      B2 21820000       1  3.000000e-04
      B2 21825000       1  3.000000e-04
      B2 21830000       1  3.000000e-04
      B2 21835000       1  4.382301e-02
      B2 22085000       1  3.000000e-04
      B2 22090000       1  3.000000e-04
      B2 22095000       1  3.000000e-04
      B2 22100000       1  3.000000e-04
      B2 22105000       1  3.000000e-04
      B2 22110000       1  3.000000e-04
      B2 22115000       1  3.000000e-04
      B2 22120000       1  3.000000e-04
      B2 22125000       1  3.000000e-04
      B2 22130000       1  3.000000e-04
      B2 22135000       1  3.000000e-04
      B2 22140000       1  3.000000e-04
      B2 22145000       1  3.000000e-04
      B2 22150000       1  3.000000e-04
      B2 22155000       1  3.000000e-04
      B2 22160000       1  3.000000e-04
      B2 22165000       1  3.000000e-04
      B2 22170000       1  3.000000e-04
      B2 22360000       1  2.508937e-02
      B2 22365000       1  1.647288e-02
      B2 22370000       1  1.647288e-02
      B2 22375000       1  1.378082e-02
      B2 22380000       1  1.575009e-02
      B2 22385000       1  3.664862e-03
      B2 22390000       1  7.967868e-04
      B2 22395000       1  3.000000e-04
      B2 22400000       1  3.000000e-04
      B2 22405000       1  3.000000e-04
      B2 22410000       1  3.000000e-04
      B2 22415000       1  3.000000e-04
      B2 22420000       1  3.000000e-04
      B2 22425000       1  3.000000e-04
      B2 22430000       1  3.000000e-04
      B2 22435000       1  3.000000e-04
      B2 22440000       1  3.000000e-04
      B2 22445000       1  3.000000e-04
      B2 22450000       1  3.000000e-04
      B2 22455000       1  3.000000e-04
      B2 22460000       1  3.000000e-04
      B2 22465000       1  3.000000e-04
      B2 22470000       1  3.000000e-04
      B2 22475000       1  3.000000e-04
      B2 22480000       1  3.000000e-04
      B2 22485000       1  3.000000e-04
      B2 22490000       1  1.642228e-03
      B2 22495000       1  3.208078e-03
      B4 21005000       1  1.691508e-01
      B4 21010000       1  1.715723e-01
      B4 21015000       1  1.726912e-01
      B4 21020000       1  1.746014e-01
      B4 21025000       1  1.748982e-01
      B4 21030000       1  1.738311e-01
      B4 21035000       1  1.707385e-01
      B4 21040000       1  1.750679e-01
      B4 21045000       1  1.745516e-01
      B4 21050000       1  1.784955e-01
      B4 21055000       1  1.782981e-01
      B4 21060000       1  1.803691e-01
      B4 21065000       1  1.789712e-01
      B4 21070000       1  1.797323e-01
      B4 21075000       1  1.743187e-01
      B4 21080000       1  1.770949e-01
      B4 21085000       1  1.763252e-01
      B4 21090000       1  1.805324e-01
      B4 21095000       1  1.838478e-01
      B4 21100000       1  1.847193e-01
      B4 21105000       1  1.850471e-01
      B4 21110000       1  1.697616e-01
      B4 21115000       1  1.707955e-01
      B4 21120000       1  1.691180e-01
      B4 21125000       1  1.636667e-01
      B4 21130000       1  1.706839e-01
      B4 21135000       1  1.657683e-01
      B4 21140000       1  1.651304e-01
      B4 21145000       1  1.647803e-01
      B4 21150000       1  1.651698e-01
      B4 21155000       1  1.668292e-01
      B4 21160000       1  1.665170e-01
      B4 21165000       1  1.689768e-01
      B4 21170000       1  1.703688e-01
      B4 21175000       1  1.714696e-01
      B4 21180000       1  1.725411e-01
      B4 21185000       1  1.725316e-01
      B4 21190000       1  1.670807e-01
      B4 21195000       1  1.697694e-01
      B4 21200000       1  1.735900e-01
      B4 21205000       1  1.729148e-01
      B4 21210000       1  1.793169e-01
      B4 21215000       1  1.801760e-01
      B4 21220000       1  1.810606e-01
      B4 21225000       1  1.904959e-01
      B4 21230000       1  1.849747e-01
      B4 21235000       1  1.891237e-01
      B4 21240000       1  1.904654e-01
      B4 21245000       1  1.917317e-01
      B4 21250000       1  1.904611e-01
      B4 21255000       1  1.936401e-01
      B4 21260000       1  1.888692e-01
      B4 21265000       1  1.868318e-01
      B4 21270000       1  1.854083e-01
      B4 21275000       1  1.926598e-01
      B4 21280000       1  1.907930e-01
      B4 21285000       1  1.915165e-01
      B4 21290000       1  1.962850e-01
      B4 21295000       1  1.911835e-01
      B4 21300000       1  1.866842e-01
      B4 21305000       1  1.885551e-01
      B4 21310000       1  1.929603e-01
      B4 21315000       1  1.909904e-01
      B4 21320000       1  1.961553e-01
      B4 21325000       1  1.949952e-01
      B4 21330000       1  1.927977e-01
      B4 21335000       1  1.945538e-01
      B4 21340000       1  1.902119e-01
      B4 21345000       1  1.838506e-01
      B4 21350000       1  1.908110e-01
      B4 21355000       1  1.876323e-01
      B4 21360000       1  1.910225e-01
      B4 21365000       1  1.874928e-01
      B4 21370000       1  1.860672e-01
      B4 21375000       1  1.861924e-01
      B4 21380000       1  1.840689e-01
      B4 21385000       1  1.837191e-01
      B4 21390000       1  1.834078e-01
      B4 21395000       1  1.836744e-01
      B4 21400000       1  1.832198e-01
      B4 21405000       1  1.842260e-01
      B4 21410000       1  1.802243e-01
      B4 21415000       1  1.832172e-01
      B4 21420000       1  1.795393e-01
      B4 21425000       1  1.785071e-01
      B4 21430000       1  1.801897e-01
      B4 21435000       1  1.793097e-01
      B4 21440000       1  1.809915e-01
      B4 21445000       1  1.855473e-01
      B4 21450000       1  1.832849e-01
      B4 21455000       1  1.869181e-01
      B4 21460000       1  1.866478e-01
      B4 21465000       1  1.867562e-01
      B4 21470000       1  1.879733e-01
      B4 21475000       1  1.864592e-01
      B4 21480000       1  1.885087e-01
      B4 21485000       1  1.902593e-01
      B4 21490000       1  1.883693e-01
      B4 21495000       1  1.896330e-01
      B4 21500000       1  1.918903e-01
      B4 21505000       1  1.762036e-01
      B4 21510000       1  1.778800e-01
      B4 21515000       1  1.740558e-01
      B4 21520000       1  1.772196e-01
      B4 21525000       1  1.829982e-01
      B4 21530000       1  1.882037e-01
      B4 21535000       1  2.032577e-01
      B4 21540000       1  2.040391e-01
      B4 21545000       1  2.057049e-01
      B4 21550000       1  2.049120e-01
      B4 21555000       1  2.038738e-01
      B4 21560000       1  2.030952e-01
      B4 21565000       1  2.055765e-01
      B4 21570000       1  2.063532e-01
      B4 21575000       1  2.056127e-01
      B4 21580000       1  2.004384e-01
      B4 21585000       1  1.958736e-01
      B4 21590000       1  1.913067e-01
      B4 21595000       1  1.913067e-01
      B4 21600000       1  1.913067e-01
      B4 21605000       1  1.941513e-01
      B4 21610000       1  1.949169e-01
      B4 21615000       1  1.945479e-01
      B4 21620000       1  1.953405e-01
      B4 21625000       1  1.920180e-01
      B4 21630000       1  1.908128e-01
      B4 21635000       1  1.768030e-01
      B4 21640000       1  1.716294e-01
      B4 21645000       1  1.638250e-01
      B4 21650000       1  1.643264e-01
      B4 21655000       1  1.637670e-01
      B4 21660000       1  1.741943e-01
      B4 21665000       1  1.741943e-01
      B4 21670000       1  1.746969e-01
      B4 21675000       1  1.742456e-01
      B4 21680000       1  1.718618e-01
      B4 21685000       1  1.619096e-01
      B4 21690000       0           NaN
      B4 21695000       1  8.051932e-02
      B4 21700000       1  8.052466e-02
      B4 21705000       1  8.052466e-02
      B4 21710000       1  8.052253e-02
      B4 21715000       1  8.052253e-02
      B4 21720000       1  8.052049e-02
      B4 21725000       1 -1.726102e+01
      B4 21730000       1 -1.688121e+01
      B4 21735000       1  2.041542e-01
      B4 21740000       1  1.291232e-01
      B4 21745000       1  1.262821e-01
      B4 21750000       1  1.262827e-01
      B4 21755000       1  1.262827e-01
      B4 21760000       1  8.381729e-02
      B4 21765000       1  8.381729e-02
      B4 21770000       1  8.381729e-02
      B4 21775000       1  8.381677e-02
      B4 21780000       1  8.381677e-02
      B4 21785000       1  8.381677e-02
      B4 21790000       1  8.381677e-02
      B4 21795000       1  1.072460e-01
      B4 21800000       1  1.072460e-01
      B4 21805000       1  1.072460e-01
      B4 21810000       1  1.072460e-01
      B4 21815000       1  1.072460e-01
      B4 21820000       1  1.072468e-01
      B4 21825000       1  1.072524e-01
      B4 21830000       1  8.670886e-02
      B4 21835000       1  4.374746e-02
      B4 22085000       0           NaN
      B4 22090000       1  4.425827e-02
      B4 22095000       1  3.000000e-04
      B4 22100000       1  3.000000e-04
      B4 22105000       1  3.000000e-04
      B4 22110000       1  3.000000e-04
      B4 22115000       1  3.000000e-04
      B4 22120000       1  3.000000e-04
      B4 22125000       1  3.000000e-04
      B4 22130000       1  3.000000e-04
      B4 22135000       1  3.000000e-04
      B4 22140000       1  3.000000e-04
      B4 22145000       1  3.000000e-04
      B4 22150000       1  3.000000e-04
      B4 22155000       1  3.000000e-04
      B4 22160000       1  3.000000e-04
      B4 22165000       1  3.000000e-04
      B4 22170000       1  3.000000e-04
      B4 22360000       0           NaN
      B4 22365000       0           NaN
      B4 22370000       0           NaN
      B4 22375000       0           NaN
      B4 22380000       0           NaN
      B4 22385000       0           NaN
      B4 22390000       0           NaN
      B4 22395000       0           NaN
      B4 22400000       1  3.000000e-04
      B4 22405000       1  3.000000e-04
      B4 22410000       1  3.000000e-04
      B4 22415000       1  3.000000e-04
      B4 22420000       1  3.000000e-04
      B4 22425000       1  3.000000e-04
      B4 22430000       1  3.000000e-04
      B4 22435000       1  3.000000e-04
      B4 22440000       1  3.000000e-04
      B4 22445000       1  3.000000e-04
      B4 22450000       1  3.000000e-04
      B4 22455000       1  3.000000e-04
      B4 22460000       1  3.000000e-04
      B4 22465000       1  3.000000e-04
      B4 22470000       1  3.000000e-04
      B4 22475000       1  3.000000e-04
      B4 22480000       1  3.000000e-04
      B4 22485000       1  3.000000e-04
      B4 22490000       1  3.000000e-04
      B4 22495000       1  3.000000e-04

=== After summarize (pool mean), B2/B4 at base, REP=1, TRT=C ===
 CHROM      pos TRT REP founder          freq Num
  chrX 21005000   C   1      B2  8.458006e-03 706
  chrX 21010000   C   1      B2  6.474702e-03 706
  chrX 21015000   C   1      B2  5.878348e-03 706
  chrX 21020000   C   1      B2  7.599367e-03 706
  chrX 21025000   C   1      B2  6.753198e-03 706
  chrX 21030000   C   1      B2  7.380458e-03 706
  chrX 21035000   C   1      B2  1.260082e-02 706
  chrX 21040000   C   1      B2  1.124536e-02 706
  chrX 21045000   C   1      B2  1.204116e-02 706
  chrX 21050000   C   1      B2  1.084911e-02 706
  chrX 21055000   C   1      B2  1.064875e-02 706
  chrX 21060000   C   1      B2  1.543407e-02 706
  chrX 21065000   C   1      B2  1.379822e-02 706
  chrX 21070000   C   1      B2  1.256966e-02 706
  chrX 21075000   C   1      B2  1.407084e-02 706
  chrX 21080000   C   1      B2  2.048555e-02 706
  chrX 21085000   C   1      B2  2.734095e-02 706
  chrX 21090000   C   1      B2  3.105441e-02 706
  chrX 21095000   C   1      B2  3.382998e-02 706
  chrX 21100000   C   1      B2  3.368243e-02 706
  chrX 21105000   C   1      B2  3.669401e-02 706
  chrX 21110000   C   1      B2  4.598630e-02 706
  chrX 21115000   C   1      B2  4.581450e-02 706
  chrX 21120000   C   1      B2  5.160237e-02 706
  chrX 21125000   C   1      B2  6.117449e-02 706
  chrX 21130000   C   1      B2  5.830282e-02 706
  chrX 21135000   C   1      B2  5.237151e-02 706
  chrX 21140000   C   1      B2  4.450860e-02 706
  chrX 21145000   C   1      B2  4.724969e-02 706
  chrX 21150000   C   1      B2  4.675045e-02 706
  chrX 21155000   C   1      B2  4.684440e-02 706
  chrX 21160000   C   1      B2  4.116092e-02 706
  chrX 21165000   C   1      B2  3.501740e-02 706
  chrX 21170000   C   1      B2  3.595969e-02 706
  chrX 21175000   C   1      B2  2.561076e-02 706
  chrX 21180000   C   1      B2  2.290110e-02 706
  chrX 21185000   C   1      B2  2.039841e-02 706
  chrX 21190000   C   1      B2  2.147749e-02 706
  chrX 21195000   C   1      B2  2.085588e-02 706
  chrX 21200000   C   1      B2  1.995577e-02 706
  chrX 21205000   C   1      B2  2.113049e-02 706
  chrX 21210000   C   1      B2  1.723354e-02 706
  chrX 21215000   C   1      B2  1.605232e-02 706
  chrX 21220000   C   1      B2  1.581272e-02 706
  chrX 21225000   C   1      B2  8.848860e-03 706
  chrX 21230000   C   1      B2  8.691089e-03 706
  chrX 21235000   C   1      B2  6.173639e-03 706
  chrX 21240000   C   1      B2  5.185676e-03 706
  chrX 21245000   C   1      B2  3.992522e-03 706
  chrX 21250000   C   1      B2  3.000000e-04 706
  chrX 21255000   C   1      B2  3.000000e-04 706
  chrX 21260000   C   1      B2  4.401253e-03 706
  chrX 21265000   C   1      B2  7.477734e-03 706
  chrX 21270000   C   1      B2  4.946071e-03 706
  chrX 21275000   C   1      B2  1.677469e-02 706
  chrX 21280000   C   1      B2  1.700778e-02 706
  chrX 21285000   C   1      B2  1.962653e-02 706
  chrX 21290000   C   1      B2  1.998674e-02 706
  chrX 21295000   C   1      B2  2.046787e-02 706
  chrX 21300000   C   1      B2  2.013156e-02 706
  chrX 21305000   C   1      B2  1.665131e-02 706
  chrX 21310000   C   1      B2  1.173163e-02 706
  chrX 21315000   C   1      B2  1.178592e-02 706
  chrX 21320000   C   1      B2  1.053948e-02 706
  chrX 21325000   C   1      B2  8.544008e-03 706
  chrX 21330000   C   1      B2  4.542308e-03 706
  chrX 21335000   C   1      B2  4.740388e-03 706
  chrX 21340000   C   1      B2  5.716176e-03 706
  chrX 21345000   C   1      B2  4.420669e-03 706
  chrX 21350000   C   1      B2  3.083484e-03 706
  chrX 21355000   C   1      B2  3.000000e-04 706
  chrX 21360000   C   1      B2  3.000000e-04 706
  chrX 21365000   C   1      B2  3.000000e-04 706
  chrX 21370000   C   1      B2  3.000000e-04 706
  chrX 21375000   C   1      B2  3.000000e-04 706
  chrX 21380000   C   1      B2  3.000000e-04 706
  chrX 21385000   C   1      B2  3.000000e-04 706
  chrX 21390000   C   1      B2  3.000000e-04 706
  chrX 21395000   C   1      B2  3.000000e-04 706
  chrX 21400000   C   1      B2  3.000000e-04 706
  chrX 21405000   C   1      B2  3.000000e-04 706
  chrX 21410000   C   1      B2  3.000000e-04 706
  chrX 21415000   C   1      B2  3.000000e-04 706
  chrX 21420000   C   1      B2  3.000000e-04 706
  chrX 21425000   C   1      B2  3.000000e-04 706
  chrX 21430000   C   1      B2  3.000000e-04 706
  chrX 21435000   C   1      B2  3.000000e-04 706
  chrX 21440000   C   1      B2  3.000000e-04 706
  chrX 21445000   C   1      B2  3.000000e-04 706
  chrX 21450000   C   1      B2  3.000000e-04 706
  chrX 21455000   C   1      B2  3.000000e-04 706
  chrX 21460000   C   1      B2  8.455314e-04 706
  chrX 21465000   C   1      B2  1.096448e-03 706
  chrX 21470000   C   1      B2  3.026319e-03 706
  chrX 21475000   C   1      B2  1.642494e-03 706
  chrX 21480000   C   1      B2  4.358801e-04 706
  chrX 21485000   C   1      B2  3.000000e-04 706
  chrX 21490000   C   1      B2  3.000000e-04 706
  chrX 21495000   C   1      B2  3.000000e-04 706
  chrX 21500000   C   1      B2  3.000000e-04 706
  chrX 21505000   C   1      B2  3.000000e-04 706
  chrX 21510000   C   1      B2  3.000000e-04 706
  chrX 21515000   C   1      B2  3.000000e-04 706
  chrX 21520000   C   1      B2  3.000000e-04 706
  chrX 21525000   C   1      B2  3.000000e-04 706
  chrX 21530000   C   1      B2  1.597975e-03 706
  chrX 21535000   C   1      B2  4.428711e-03 706
  chrX 21540000   C   1      B2  4.851904e-03 706
  chrX 21545000   C   1      B2  3.773252e-03 706
  chrX 21550000   C   1      B2  4.016456e-03 706
  chrX 21555000   C   1      B2  3.595272e-03 706
  chrX 21560000   C   1      B2  2.531945e-03 706
  chrX 21565000   C   1      B2  1.486947e-03 706
  chrX 21570000   C   1      B2  3.000000e-04 706
  chrX 21575000   C   1      B2  3.000000e-04 706
  chrX 21580000   C   1      B2  2.705283e-03 706
  chrX 21585000   C   1      B2  5.189184e-03 706
  chrX 21590000   C   1      B2  3.499556e-03 706
  chrX 21595000   C   1      B2  3.499556e-03 706
  chrX 21600000   C   1      B2  3.499556e-03 706
  chrX 21605000   C   1      B2  5.112586e-03 706
  chrX 21610000   C   1      B2  4.769075e-03 706
  chrX 21615000   C   1      B2  6.044510e-03 706
  chrX 21620000   C   1      B2  5.432403e-03 706
  chrX 21625000   C   1      B2  6.312670e-03 706
  chrX 21630000   C   1      B2  5.467809e-03 706
  chrX 21635000   C   1      B2  3.233570e-03 706
  chrX 21640000   C   1      B2  1.367559e-03 706
  chrX 21645000   C   1      B2  2.362234e-03 706
  chrX 21650000   C   1      B2  2.446416e-03 706
  chrX 21655000   C   1      B2  3.103261e-03 706
  chrX 21660000   C   1      B2  6.135251e-04 706
  chrX 21665000   C   1      B2  6.135251e-04 706
  chrX 21670000   C   1      B2  7.810581e-04 706
  chrX 21675000   C   1      B2  1.806387e-03 706
  chrX 21680000   C   1      B2  6.172314e-04 706
  chrX 21685000   C   1      B2  3.000000e-04 706
  chrX 21690000   C   1      B2  1.369555e-03 706
  chrX 21695000   C   1      B2  3.000000e-04 706
  chrX 21700000   C   1      B2  3.000000e-04 706
  chrX 21705000   C   1      B2  3.000000e-04 706
  chrX 21710000   C   1      B2  3.000000e-04 706
  chrX 21715000   C   1      B2  3.000000e-04 706
  chrX 21720000   C   1      B2  3.000000e-04 706
  chrX 21725000   C   1      B2 -1.719520e+01 706
  chrX 21730000   C   1      B2 -1.673559e+01 706
  chrX 21735000   C   1      B2  3.000000e-04 706
  chrX 21740000   C   1      B2  3.000000e-04 706
  chrX 21745000   C   1      B2  3.000000e-04 706
  chrX 21750000   C   1      B2  3.000000e-04 706
  chrX 21755000   C   1      B2  3.000000e-04 706
  chrX 21760000   C   1      B2  3.000000e-04 706
  chrX 21765000   C   1      B2  3.000000e-04 706
  chrX 21770000   C   1      B2  3.000000e-04 706
  chrX 21775000   C   1      B2  3.000000e-04 706
  chrX 21780000   C   1      B2  3.000000e-04 706
  chrX 21785000   C   1      B2  3.000000e-04 706
  chrX 21790000   C   1      B2  3.000000e-04 706
  chrX 21795000   C   1      B2  3.000000e-04 706
  chrX 21800000   C   1      B2  3.000000e-04 706
  chrX 21805000   C   1      B2  3.000000e-04 706
  chrX 21810000   C   1      B2  3.000000e-04 706
  chrX 21815000   C   1      B2  3.000000e-04 706
  chrX 21820000   C   1      B2  3.000000e-04 706
  chrX 21825000   C   1      B2  3.000000e-04 706
  chrX 21830000   C   1      B2  3.000000e-04 706
  chrX 21835000   C   1      B2  4.382301e-02 706
  chrX 22085000   C   1      B2  3.000000e-04 706
  chrX 22090000   C   1      B2  3.000000e-04 706
  chrX 22095000   C   1      B2  3.000000e-04 706
  chrX 22100000   C   1      B2  3.000000e-04 706
  chrX 22105000   C   1      B2  3.000000e-04 706
  chrX 22110000   C   1      B2  3.000000e-04 706
  chrX 22115000   C   1      B2  3.000000e-04 706
  chrX 22120000   C   1      B2  3.000000e-04 706
  chrX 22125000   C   1      B2  3.000000e-04 706
  chrX 22130000   C   1      B2  3.000000e-04 706
  chrX 22135000   C   1      B2  3.000000e-04 706
  chrX 22140000   C   1      B2  3.000000e-04 706
  chrX 22145000   C   1      B2  3.000000e-04 706
  chrX 22150000   C   1      B2  3.000000e-04 706
  chrX 22155000   C   1      B2  3.000000e-04 706
  chrX 22160000   C   1      B2  3.000000e-04 706
  chrX 22165000   C   1      B2  3.000000e-04 706
  chrX 22170000   C   1      B2  3.000000e-04 706
  chrX 22360000   C   1      B2  2.508937e-02 706
  chrX 22365000   C   1      B2  1.647288e-02 706
  chrX 22370000   C   1      B2  1.647288e-02 706
  chrX 22375000   C   1      B2  1.378082e-02 706
  chrX 22380000   C   1      B2  1.575009e-02 706
  chrX 22385000   C   1      B2  3.664862e-03 706
  chrX 22390000   C   1      B2  7.967868e-04 706
  chrX 22395000   C   1      B2  3.000000e-04 706
  chrX 22400000   C   1      B2  3.000000e-04 706
  chrX 22405000   C   1      B2  3.000000e-04 706
  chrX 22410000   C   1      B2  3.000000e-04 706
  chrX 22415000   C   1      B2  3.000000e-04 706
  chrX 22420000   C   1      B2  3.000000e-04 706
  chrX 22425000   C   1      B2  3.000000e-04 706
  chrX 22430000   C   1      B2  3.000000e-04 706
  chrX 22435000   C   1      B2  3.000000e-04 706
  chrX 22440000   C   1      B2  3.000000e-04 706
  chrX 22445000   C   1      B2  3.000000e-04 706
  chrX 22450000   C   1      B2  3.000000e-04 706
  chrX 22455000   C   1      B2  3.000000e-04 706
  chrX 22460000   C   1      B2  3.000000e-04 706
  chrX 22465000   C   1      B2  3.000000e-04 706
